Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1267,190,RM,60.0,10120,,IR1,Bnk,Inside,Gtl,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925,925,TA,N,FuseF,964,925,1889,0,0,1,1,4,0,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,1,MnPrv,1,2007,WD,Normal,122000
1268,20,RL,89.0,13214,,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2002,2002,Ex,Y,SBrkr,2018,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,0,None,5,2010,WD,Normal,378500
1269,50,RL,,14100,,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,536,728,Ex,Y,SBrkr,1968,1479,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,0,GdWo,5,2008,WD,Normal,381000
1270,50,RL,78.0,11344,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,414,874,TA,Y,FuseA,874,650,1524,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,GdWo,7,2007,WD,Normal,144000
1271,40,RL,,23595,,Reg,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,74,1332,TA,Y,SBrkr,1332,192,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,None,4,2010,WD,Normal,260000
1272,20,RL,,9156,,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489,1489,Gd,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,None,8,2009,WD,Normal,185750
1273,20,RL,,13526,,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,0,935,TA,Y,SBrkr,935,0,935,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,MnPrv,11,2006,WD,Normal,137000
1274,80,RL,124.0,11512,,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300,1019,Gd,Y,SBrkr,1357,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,GdPrv,5,2008,WD,Normal,177000
1275,50,RL,53.0,5362,,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661,661,Ex,Y,SBrkr,661,589,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,1,None,11,2007,WD,Normal,139000
1276,90,RL,95.0,11345,,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,708,928,Gd,Y,FuseA,928,992,1920,0,0,2,0,4,0,TA,10,Typ,0,,Detchd,1948.0,Unf,2,400,TA,Other,Y,0,0,0,None,7,2007,WD,Normal,137000
1277,60,RL,,12936,,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,130,723,TA,Y,SBrkr,735,660,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,0,None,12,2009,WD,Normal,162000
1278,80,RL,,17871,,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1152,1680,Fa,Y,SBrkr,1724,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,None,6,2009,WD,Normal,197900
1279,60,RL,75.0,9473,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,324,1128,Ex,Y,SBrkr,1128,903,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,None,3,2008,WD,Normal,237000
1280,50,C (all),60.0,7500,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,698,698,TA,Y,FuseA,698,430,1128,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,1,None,4,2010,COD,Other,68400
1281,20,RL,67.0,9808,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,785,1573,Ex,Y,SBrkr,1573,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,None,3,2009,WD,Normal,227000
1282,20,RL,50.0,8049,,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,256,1309,TA,Y,SBrkr,1339,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Other,Other,Y,0,58,0,None,7,2006,WD,Normal,180000
1283,20,RL,61.0,8800,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,364,1040,TA,Y,SBrkr,1040,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,None,9,2009,WD,Normal,150500
1284,90,RL,94.0,9400,,Reg,Low,Corner,Gtl,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,912,912,TA,Y,SBrkr,912,912,1824,0,0,2,2,4,0,TA,8,Typ,0,,,,,0,0,Other,Other,Y,128,0,0,None,4,2010,WD,Normal,139000
1285,50,RL,50.0,9638,,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,804,804,Ex,Y,SBrkr,1699,748,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,1,None,3,2010,WD,Normal,169000
1286,50,RM,50.0,6000,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780,780,Ex,Y,FuseF,825,587,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,None,5,2009,WD,Normal,132500
1287,20,RL,,9790,,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,678,1328,TA,Y,SBrkr,1328,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,None,6,2010,WD,Normal,143000
1288,20,RL,,36500,,IR1,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,812,1624,Fa,Y,SBrkr,1582,0,1582,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,None,6,2006,WD,Normal,190000
1289,120,RL,40.0,5664,,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,343,1501,Ex,Y,SBrkr,1659,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,None,10,2009,WD,Normal,278000
1290,60,RL,86.0,11065,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1085,1085,Ex,Y,SBrkr,1120,850,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,None,10,2006,New,Partial,281000
1291,80,RL,,14112,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,Unf,138,1152,TA,Y,SBrkr,1152,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,None,4,2010,WD,Normal,180500
1292,160,RM,21.0,1680,,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,399,630,TA,Y,SBrkr,630,672,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,None,2,2009,WD,Normal,119500
1293,70,RM,60.0,6600,,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,Unf,994,994,TA,N,SBrkr,1378,994,2372,0,0,2,0,4,0,TA,11,Min2,0,,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,None,12,2009,WD,Normal,107500
1294,60,RL,78.0,10140,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,638,832,TA,Y,SBrkr,832,832,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,GdWo,3,2006,WD,Normal,162900
1295,20,RL,60.0,8172,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,697,864,TA,Y,SBrkr,864,0,864,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,None,4,2006,WD,Normal,115000
1296,20,RL,70.0,8400,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,36,1052,Gd,Y,SBrkr,1052,0,1052,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,GdWo,11,2006,WD,Normal,138500
1297,20,RL,80.0,8700,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,344,1120,Gd,Y,SBrkr,1128,0,1128,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,1,MnPrv,12,2008,WD,Normal,155000
1298,180,RM,35.0,3675,,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,547,Gd,Y,SBrkr,1072,0,1072,1,0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,None,6,2006,New,Partial,140000
1299,60,RL,313.0,63887,,IR3,Bnk,Corner,Gtl,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,466,6110,Ex,Y,SBrkr,4692,950,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,1418,TA,TA,Y,214,292,0,None,1,2008,New,Partial,160000
1300,20,RL,75.0,7500,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,0,1246,Ex,Y,SBrkr,1246,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,GdPrv,5,2010,WD,Normal,154000
1301,60,RL,,10762,,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,284,978,Ex,Y,SBrkr,1005,978,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,None,5,2009,WD,Normal,225000
1302,70,RL,,7500,,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,224,771,Fa,Y,SBrkr,753,741,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,None,11,2009,WD,Normal,177500
1303,60,RL,92.0,10120,,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,425,1165,Ex,Y,SBrkr,1203,1323,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,None,12,2006,WD,Normal,290000
1304,20,RL,73.0,8688,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1616,1616,Ex,Y,SBrkr,1616,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,None,4,2006,WD,Normal,232000
1305,160,RM,32.0,3363,,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,976,976,Ex,Y,SBrkr,976,732,1708,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,None,4,2006,WD,Normal,130000
1306,20,RL,108.0,13173,,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,80,1652,Ex,Y,SBrkr,1652,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,None,11,2009,WD,Normal,325000
1307,120,RL,48.0,6955,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1368,1368,Ex,Y,SBrkr,1368,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,None,9,2006,New,Partial,202500
1308,20,RL,60.0,8072,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,Unf,244,990,Ex,Y,SBrkr,990,0,990,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,None,5,2009,WD,Normal,138000
1309,20,RM,100.0,12000,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,ALQ,172,924,Ex,Y,SBrkr,1122,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,GdWo,5,2008,WD,Normal,147000
1310,20,RL,,7153,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,78,1278,Gd,Y,SBrkr,1294,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,GdWo,6,2008,WD,Normal,179200
1311,20,RL,100.0,17500,,Reg,Lvl,Inside,Gtl,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,496,1902,TA,Y,SBrkr,1902,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,1,None,5,2010,WD,Normal,335000
1312,20,RL,68.0,8814,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,349,1274,Ex,Y,SBrkr,1274,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,None,1,2007,New,Partial,203000
1313,60,RL,,9572,,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,971,1453,Ex,Y,SBrkr,1453,1357,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Other,Other,Y,500,0,0,None,6,2007,WD,Normal,302000
1314,60,RL,108.0,14774,,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1393,1393,Ex,Y,SBrkr,1422,1177,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,None,5,2010,WD,Normal,333168
1315,20,RL,60.0,8190,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,216,948,Ex,Y,SBrkr,948,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,None,10,2007,WD,Normal,119000
1316,60,RL,85.0,11075,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,LwQ,176,952,TA,Y,SBrkr,1092,1020,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,None,6,2008,WD,Normal,206900
1317,20,RL,61.0,10226,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,1622,1622,Ex,Y,SBrkr,1630,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,None,1,2009,WD,Normal,295493
1318,120,FV,47.0,4230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1352,1352,Ex,Y,SBrkr,1352,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,None,4,2007,New,Partial,208900
1319,20,RL,,14781,,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1753,1753,Ex,Y,SBrkr,1787,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,None,8,2006,WD,Normal,275000
1320,20,RL,75.0,10215,,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,372,864,Ex,Y,SBrkr,948,0,948,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,None,2,2007,WD,Normal,111000
1321,20,RL,70.0,8400,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,628,1478,Gd,Y,SBrkr,1478,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,None,6,2009,WD,Normal,156500
1322,20,RL,,6627,,IR1,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,,0.0,TA,TA,CBlock,,,,,,0,0,TA,N,SBrkr,720,0,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Other,Y,0,0,0,None,7,2008,WD,Normal,72500
1323,60,RL,107.0,10186,,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,76,750,Ex,Y,SBrkr,1061,862,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,None,6,2010,WD,Normal,190000
1324,30,RL,50.0,5330,,Reg,HLS,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,Unf,140,420,Gd,Y,SBrkr,708,0,708,0,0,1,0,2,1,Fa,5,Typ,0,,,,,0,0,Other,Other,Y,164,0,0,None,12,2009,WD,Normal,82500
1325,20,RL,75.0,9986,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1795,1795,Ex,Y,SBrkr,1795,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,None,2,2007,New,Partial,147000
1326,30,RM,40.0,3636,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,4,1922,1950,Gable,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,796,796,Fa,N,SBrkr,796,0,796,0,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,Other,Other,N,0,0,1,MnPrv,1,2008,WD,Normal,55000
1327,30,RH,70.0,4270,,Reg,Bnk,Inside,Mod,Edwards,Norm,1Fam,1Story,3,6,1931,2006,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,0,544,Ex,Y,SBrkr,774,0,774,0,0,1,0,3,1,Gd,6,Typ,0,,,,,0,0,Other,Other,Y,0,0,1,None,5,2007,WD,Normal,79000
1328,20,RL,60.0,6600,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,175,816,Ex,Y,SBrkr,816,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,MnPrv,10,2008,WD,Normal,130500
