,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,YrSold,SaleType,SaleCondition,SalePrice,MixedExterior,TotalBath,HouseAge,YrSinceRemod,Remodeled,SeasonSold,TotalSF,NewHouse
1074,1074,1075,20,RL,74.0,8556,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240,1240,Ex,Y,SBrkr,1240,0,1240,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,3,826,TA,Y,140,93,0,None,2007,WD,Normal,194000,1,2.0,1,1,True,Spring,2480,1
1075,1075,1076,70,RL,75.0,13125,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,390,800,TA,Y,SBrkr,960,780,1740,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,Y,0,0,0,None,2007,Other,Normal,219500,1,1.5,67,23,False,Summer,2540,0
1076,1076,1077,50,RL,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,170,796,Gd,Y,SBrkr,1096,370,1466,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566,TA,Y,436,21,0,None,2006,WD,Normal,170000,1,2.5,70,17,False,Spring,2262,0
1077,1077,1078,20,RL,73.0,15870,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,230,1096,Ex,Y,SBrkr,1096,0,1096,3,1,TA,6,Typ,0,None,Attchd,1969.0,Fin,1,299,TA,Y,240,32,0,None,2006,WD,Other,138800,0,2.0,37,37,True,Spring,2192,0
1078,1078,1079,120,RM,37.0,4435,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,Gable,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,186,848,Ex,Y,SBrkr,848,0,848,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,Y,140,0,0,None,2006,WD,Normal,155900,1,2.0,2,2,True,Spring,1696,0
1079,1079,1080,20,RL,65.0,8775,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,495,990,Gd,Y,SBrkr,990,0,990,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,1,299,TA,Y,0,64,0,None,2007,WD,Normal,126000,1,1.0,13,13,True,Spring,1980,0
1080,1080,1081,20,RL,80.0,11040,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,Gable,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,602,1258,Ex,Y,SBrkr,1258,0,1258,3,1,Gd,5,Typ,0,None,Attchd,1971.0,RFn,2,528,TA,Y,55,0,0,None,2008,COD,Other,145000,1,2.5,37,4,False,Fall,2516,0
1081,1081,1082,20,RL,75.0,7500,None,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,Gable,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,216,1040,Fa,Y,SBrkr,1040,0,1040,3,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,1,308,TA,Y,0,0,1,MnPrv,2010,WD,Normal,133000,1,2.5,47,47,True,Summer,2080,0
1082,1082,1083,20,RL,70.0,8749,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1459,1459,Ex,Y,SBrkr,1459,0,1459,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527,TA,Y,192,39,0,None,2007,WD,Normal,192000,1,2.0,5,5,True,Fall,2918,0
1083,1083,1084,20,RL,80.0,8800,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,Hip,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,698,1251,TA,Y,SBrkr,1251,0,1251,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,Y,0,116,0,MnPrv,2006,WD,Normal,160000,1,2.0,42,42,True,Spring,2502,0
1084,1084,1085,60,RL,65.0,13031,None,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,99,691,Gd,Y,SBrkr,691,807,1498,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,Y,315,44,0,None,2006,WD,Normal,187500,1,2.5,11,10,False,Summer,2189,0
1085,1085,1086,85,RL,73.0,9069,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,6,6,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,189,936,Ex,Y,SBrkr,996,0,996,2,1,Gd,5,Typ,0,None,Attchd,1992.0,Unf,2,564,TA,Y,120,0,0,None,2010,WD,Normal,147000,1,2.0,18,18,True,Spring,1932,0
1086,1086,1087,160,RM,21.0,1974,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,4,5,Gable,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,212,546,TA,Y,SBrkr,546,546,1092,3,1,TA,6,Typ,0,None,Attchd,1973.0,RFn,1,286,TA,Y,120,96,0,None,2010,WD,Normal,83500,0,1.5,37,37,True,Spring,1638,0
1087,1087,1088,60,FV,85.0,10574,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1082,1082,Ex,Y,SBrkr,1082,871,1953,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,Y,160,50,0,None,2009,WD,Normal,252000,1,2.5,4,3,False,Spring,3035,0
1088,1088,1089,160,RM,24.0,2522,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,Gable,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,970,970,Ex,Y,SBrkr,970,739,1709,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,380,TA,Y,0,40,0,None,2006,WD,Normal,137500,1,2.0,2,2,True,Spring,2679,0
1089,1089,1090,120,FV,37.0,3316,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,8,5,Gable,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,208,1247,Ex,Y,SBrkr,1247,0,1247,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550,TA,Y,0,84,0,None,2006,WD,Normal,197000,1,2.5,1,1,True,Spring,2494,1
1090,1090,1091,90,RL,60.0,8544,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,4,Gable,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,None,0,0,Fa,N,FuseA,1040,0,1040,2,0,TA,6,Typ,0,None,Detchd,1987.0,Unf,2,400,TA,Y,0,0,0,None,2009,WD,Normal,92900,1,2.0,59,59,True,Summer,1040,0
1091,1091,1092,160,FV,24.0,2160,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,Gable,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,90,600,Ex,Y,SBrkr,624,628,1252,2,1,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2,462,TA,Y,0,48,0,None,2008,WD,Normal,160000,1,3.5,9,8,False,Spring,1852,0
1092,1092,1093,50,RL,60.0,8400,None,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,Gable,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,758,1181,Fa,Y,SBrkr,1390,304,1694,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576,TA,Y,342,0,1,None,2008,WD,Normal,136500,1,2.0,83,58,False,Summer,2875,0
1093,1093,1094,20,RL,71.0,9230,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,8,Hip,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,203,864,Gd,Y,SBrkr,1200,0,1200,1,1,Gd,6,Typ,0,None,Detchd,1977.0,Unf,2,884,TA,Y,0,64,0,MnPrv,2006,WD,Normal,146000,1,2.5,41,8,False,Fall,2064,0
1094,1094,1095,20,RL,74.0,5868,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,448,936,Ex,Y,SBrkr,936,0,936,2,1,TA,4,Typ,0,None,Attchd,1956.0,Fin,1,308,TA,Y,0,0,1,None,2010,WD,Normal,129000,1,2.0,54,10,False,Spring,1872,0
1095,1095,1096,20,RL,78.0,9317,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1290,1314,Gd,Y,SBrkr,1314,0,1314,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,440,TA,Y,0,22,0,None,2007,WD,Normal,176432,1,2.0,1,1,True,Spring,2628,1
1096,1096,1097,70,RM,60.0,6882,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,7,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,684,684,TA,Y,SBrkr,773,582,1355,3,1,Gd,7,Typ,0,None,None,0.0,None,0,0,Other,Y,136,0,1,None,2007,WD,Normal,127000,1,1.5,93,1,False,Spring,2039,0
1097,1097,1098,120,RL,61.5,3696,None,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1074,1074,Ex,Y,SBrkr,1088,0,1088,2,1,Gd,5,Typ,0,None,Attchd,1987.0,RFn,2,461,TA,Y,0,74,1,None,2007,WD,Normal,170000,1,1.5,21,21,True,Fall,2162,0
1098,1098,1099,50,RM,50.0,6000,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,6,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,0,672,TA,Y,SBrkr,757,567,1324,3,1,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,240,TA,Y,0,0,0,None,2009,WD,Normal,128000,1,1.0,73,59,False,Summer,1996,0
1099,1099,1100,20,RL,82.0,11880,None,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,5,Gable,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,567,1271,TA,Y,SBrkr,1601,0,1601,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,478,TA,Y,0,0,0,None,2009,COD,Other,157000,1,2.0,31,31,True,Spring,2872,0
1100,1100,1101,30,RL,60.0,8400,None,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1Story,2,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,0,290,TA,N,FuseF,438,0,438,1,1,Fa,3,Typ,0,None,Detchd,1930.0,Unf,1,246,TA,N,0,0,0,None,2009,WD,Normal,60000,1,1.0,89,59,False,Winter,728,0
1101,1101,1102,20,RL,61.0,9758,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,251,950,TA,Y,SBrkr,950,0,950,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,1,280,TA,Y,0,0,0,None,2007,WD,Normal,119500,0,1.0,36,36,True,Summer,1900,0
1102,1102,1103,20,RL,70.0,7000,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,422,1010,Ex,Y,SBrkr,1134,0,1134,2,1,TA,6,Typ,0,None,Attchd,1960.0,RFn,1,254,TA,Y,0,16,0,MnWw,2007,WD,Other,135000,1,1.0,47,5,False,Spring,2144,0
1103,1103,1104,20,RL,79.0,8910,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,Hip,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,0,655,Ex,Y,SBrkr,1194,0,1194,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2,539,TA,Y,0,0,1,None,2006,WD,Normal,159500,1,1.5,47,47,True,Summer,1849,0
1104,1104,1105,160,RM,24.0,2016,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,Gable,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,630,TA,Y,SBrkr,630,672,1302,3,1,TA,6,Typ,0,None,Detchd,1970.0,Unf,2,440,TA,Y,0,0,0,None,2007,WD,Normal,106000,1,2.5,37,37,True,Spring,1932,0
1105,1105,1106,60,RL,98.0,12256,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Gable,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,431,1463,Ex,Y,SBrkr,1500,1122,2622,3,1,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,712,TA,Y,186,32,0,None,2010,WD,Normal,325000,1,3.5,16,15,False,Spring,4085,0
1106,1106,1107,20,RL,114.0,10357,None,IR1,Lvl,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,7,5,Hip,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,172,910,Gd,Y,SBrkr,1442,0,1442,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,719,TA,Y,0,244,0,None,2007,WD,Normal,179900,1,3.0,17,16,False,Spring,2352,0
1107,1107,1108,60,RL,168.0,23257,None,IR3,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,868,868,Ex,Y,SBrkr,887,1134,2021,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,422,TA,Y,0,100,0,None,2006,New,Partial,274725,1,2.5,0,0,True,Fall,2889,1
1108,1108,1109,60,RL,65.0,8063,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,924,924,Ex,Y,SBrkr,948,742,1690,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,463,TA,Y,100,48,0,None,2007,WD,Other,181000,1,2.5,7,7,True,Fall,2614,0
1109,1109,1110,20,RL,107.0,11362,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,797,1836,Ex,Y,SBrkr,1836,0,1836,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862,TA,Y,125,185,0,None,2009,WD,Normal,280000,1,3.0,5,4,False,Spring,3672,0
1110,1110,1111,60,RL,65.0,8000,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,554,773,Gd,Y,SBrkr,773,885,1658,3,1,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,431,TA,Y,224,84,0,None,2008,WD,Normal,188000,1,3.5,13,12,False,Summer,2431,0
1111,1111,1112,60,RL,80.0,10480,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,6,Hip,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,400,803,TA,Y,SBrkr,1098,866,1964,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,483,TA,Y,0,69,0,None,2008,WD,Normal,205000,1,2.5,32,32,True,Fall,2767,0
1112,1112,1113,20,RL,73.0,7100,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,108,816,TA,Y,FuseA,816,0,816,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,1,308,TA,Y,0,0,0,None,2006,WD,Normal,129900,0,2.0,49,49,True,Summer,1632,0
1113,1113,1114,20,RL,66.0,8923,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,365,1008,Gd,Y,SBrkr,1008,0,1008,2,1,Gd,6,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,Y,0,18,0,None,2007,WD,Normal,134500,1,2.0,54,1,False,Spring,2016,0
1114,1114,1115,20,RL,90.0,5400,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,Gable,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,418,833,Ex,Y,SBrkr,833,0,833,2,1,Gd,4,Typ,0,None,Detchd,1955.0,Unf,1,326,TA,Y,0,0,0,MnPrv,2006,WD,Normal,117000,1,1.0,52,6,False,Summer,1666,0
1115,1115,1116,20,RL,93.0,12085,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Hip,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,730,1734,Ex,Y,SBrkr,1734,0,1734,3,1,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3,928,TA,Y,0,0,0,None,2007,New,Partial,318000,1,3.0,0,0,True,Fall,3468,1
1116,1116,1117,80,RL,65.0,7750,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,5,Hip,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,55,408,Ex,Y,SBrkr,779,640,1419,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2,527,TA,Y,120,0,0,None,2009,WD,Normal,184100,1,3.5,7,7,True,Spring,1827,0
1117,1117,1118,20,RL,57.0,9764,None,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,192,894,Ex,Y,SBrkr,894,0,894,3,1,Gd,5,Typ,0,None,Attchd,1967.0,RFn,2,450,TA,Y,0,0,0,None,2008,WD,Normal,130000,1,2.0,41,5,False,Spring,1788,0
1118,1118,1119,80,RL,85.0,13825,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,Gable,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,533,533,TA,Y,SBrkr,1021,580,1601,3,1,TA,6,Min2,0,None,BuiltIn,1958.0,RFn,1,300,TA,Y,280,34,0,None,2008,WD,Normal,140000,1,1.5,50,21,False,Winter,2134,0
1119,1119,1120,20,RL,70.0,7560,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,671,1040,TA,Y,FuseA,1040,0,1040,3,1,TA,6,Typ,0,None,Attchd,1959.0,RFn,1,286,TA,Y,140,0,1,GdWo,2006,WD,Normal,133700,0,1.0,47,47,True,Summer,2080,0
1120,1120,1121,30,RM,59.0,8263,None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,Gable,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1012,1012,TA,Y,FuseA,1012,0,1012,2,1,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,1,308,TA,Y,0,22,1,MnPrv,2007,WD,Normal,118400,1,1.0,87,57,False,Spring,2024,0
1121,1121,1122,20,RL,84.0,10084,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1528,1552,Ex,Y,SBrkr,1552,0,1552,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,782,TA,Y,144,20,0,None,2006,New,Partial,212900,1,2.0,1,0,False,Summer,3104,1
1122,1122,1123,20,RL,65.5,8926,None,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,3,Gable,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,672,Ex,Y,FuseA,960,0,960,3,1,TA,5,Typ,0,None,Basment,1956.0,Unf,1,288,TA,Y,64,0,0,MnPrv,2009,COD,Other,112000,1,1.0,53,53,True,Fall,1632,0
1123,1123,1124,20,RL,50.0,9405,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,9,Hip,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,Unf,698,698,Ex,Y,SBrkr,698,0,698,2,1,TA,4,Typ,0,None,None,0.0,None,0,0,Other,Y,0,200,0,None,2009,WD,Normal,118000,1,1.5,62,1,False,Summer,1396,0
1124,1124,1125,80,RL,65.0,9125,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,Gable,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,384,Gd,Y,SBrkr,812,670,1482,3,1,Gd,7,Typ,1,TA,Attchd,1992.0,Fin,2,392,TA,Y,100,25,0,None,2007,WD,Normal,163900,1,2.5,15,15,True,Summer,1866,0
1125,1125,1126,20,RL,60.0,10434,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1005,1005,TA,Y,SBrkr,1005,0,1005,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2,672,Other,Y,0,0,0,None,2009,WD,Normal,115000,1,1.0,54,54,True,Fall,2010,0
1126,1126,1127,120,RL,53.0,3684,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,Hip,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1373,1373,Ex,Y,SBrkr,1555,0,1555,2,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3,660,TA,Y,143,20,0,None,2009,WD,Normal,174000,1,2.0,2,2,True,Summer,2928,0
1127,1127,1128,20,RL,182.0,14572,None,IR3,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,Hip,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,230,1530,Ex,Y,SBrkr,1530,0,1530,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,630,TA,Y,144,36,0,None,2007,WD,Other,259000,1,3.0,3,3,True,Fall,3060,0
1128,1128,1129,60,RL,59.0,11796,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,847,847,Ex,Y,SBrkr,847,1112,1959,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,Y,100,48,0,None,2007,WD,Normal,215000,1,2.5,3,2,False,Summer,2806,0
1129,1129,1130,90,RM,60.0,7200,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,5,Gable,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,936,TA,Y,SBrkr,936,0,936,2,1,TA,4,Typ,0,None,Detchd,1980.0,Unf,2,672,TA,Y,49,0,0,None,2007,WD,Normal,140000,1,2.0,27,27,True,Summer,1872,0
1130,1130,1131,50,RL,65.0,7804,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,4,3,Gable,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,500,1122,TA,Y,SBrkr,1328,653,1981,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2,576,TA,Y,431,44,0,MnPrv,2009,WD,Normal,135000,0,3.0,81,59,False,Winter,3103,0
1131,1131,1132,20,RL,63.0,10712,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,5,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,762,974,TA,Y,SBrkr,974,0,974,3,1,TA,5,Typ,0,None,None,0.0,None,0,0,Other,Y,0,28,0,MnPrv,2007,Other,Other,93500,1,1.0,16,15,False,Fall,1948,0
1132,1132,1133,70,RM,90.0,9900,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,4,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,1008,1008,TA,Y,SBrkr,1178,1032,2210,5,1,Fa,8,Typ,0,None,Detchd,1930.0,Unf,1,205,Other,N,0,48,0,None,2007,WD,Normal,117500,1,2.0,127,57,False,Spring,3218,0
1133,1133,1134,60,RL,80.0,9828,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,544,1128,Ex,Y,SBrkr,1142,878,2020,3,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2,466,TA,Y,0,155,0,None,2009,WD,Normal,239500,1,2.5,14,14,True,Summer,3148,0
1134,1134,1135,60,RL,57.0,8773,None,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,916,916,Gd,Y,SBrkr,916,684,1600,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,460,TA,Y,100,38,0,None,2007,WD,Normal,169000,1,2.5,10,10,True,Summer,2516,0
